Taxa,TS1.2,TS10.2,TS100.2,TS100,TS101.2,TS103.2,TS103,TS104,TS105.2,TS105,TS106.2,TS106,TS107.2,TS107,TS109.2,TS109,TS10,TS11.2,TS110.2,TS110,TS111.2,TS111,TS115.2,TS115,TS116.2,TS116,TS117.2,TS117,TS118.2,TS118,TS119.2,TS119,TS11,TS12.2,TS120.2,TS120,TS124.2,TS124,TS125.2,TS125,TS126.2,TS126,TS127.2,TS127,TS128.2,TS128,TS129.2,TS129,TS12,TS13.2,TS130.2,TS130,TS131.2,TS131,TS132.2,TS132,TS133.2,TS133,TS134.2,TS134,TS135.2,TS135,TS136.2,TS136,TS137.2,TS137,TS138.2,TS138,TS139.2,TS139,TS13,TS140.2,TS140,TS141.2,TS141,TS142.2,TS142,TS143.2,TS143,TS144.2,TS144,TS145.2,TS145,TS146.2,TS146,TS147.2,TS147,TS148,TS149,TS14,TS15.2,TS150,TS151.2,TS151,TS152.2,TS152,TS153,TS154.2,TS155.2,TS155,TS156.2,TS156,TS15,TS160.2,TS160,TS161,TS162.2,TS162,TS163.2,TS163,TS164.2,TS164,TS165.2,TS165,TS166.2,TS166,TS167.2,TS167,TS168.2,TS168,TS169.2,TS169,TS16,TS170.2,TS178.2,TS178,TS179.2,TS179,TS17,TS180,TS181.2,TS181,TS182.2,TS182,TS183.2,TS183,TS184,TS185.2,TS185,TS186,TS19.2,TS190,TS191,TS192,TS193.2,TS193,TS194.2,TS194,TS195.2,TS195,TS19,TS1,TS2.2,TS20.2,TS20,TS21.2,TS21,TS22,TS23,TS25.2,TS25,TS26.2,TS26,TS27.2,TS27,TS28,TS29,TS2,TS3.2,TS30.2,TS30,TS31.2,TS31,TS32.2,TS32,TS33.2,TS33,TS34,TS35,TS37.2,TS37,TS38.2,TS38,TS39.2,TS39,TS3,TS4.2,TS43,TS44,TS49.2,TS49,TS4,TS5.2,TS50.2,TS50,TS51.2,TS51,TS55.2,TS55,TS56.2,TS56,TS57.2,TS57,TS5,TS6.2,TS61.2,TS61,TS62.2,TS62,TS63.2,TS63,TS64.2,TS64,TS65.2,TS65,TS66.2,TS66,TS67.2,TS67,TS68.2,TS68,TS69.2,TS69,TS6,TS7.2,TS70.2,TS70,TS71.2,TS71,TS72,TS73,TS74.2,TS74,TS75.2,TS75,TS76.2,TS76,TS77,TS78.2,TS78,TS7,TS8.2,TS82.2,TS82,TS83.2,TS83,TS84.2,TS84,TS85.2,TS85,TS86.2,TS86,TS87.2,TS87,TS88.2,TS88,TS89.2,TS89,TS8,TS9.2,TS90.2,TS90,TS91.2,TS91,TS92.2,TS92,TS94.2,TS94,TS95.2,TS95,TS96.2,TS96,TS97.2,TS97,TS98.2,TS98,TS99.2,TS9
Odoribacter,0,0,0,5,0,7,0,1,0,0,0,0,0,0,0,2,0,0,9,1,2,5,2,2,5,16,0,0,2,4,0,0,0,0,9,0,0,0,0,5,8,1,4,16,0,4,0,0,0,1,0,0,1,0,0,11,0,0,0,0,8,3,9,9,6,9,1,1,0,2,7,1,5,2,2,0,0,3,0,6,2,6,3,0,0,3,0,10,10,0,0,0,7,10,1,5,10,2,1,1,0,0,26,4,4,0,0,0,3,5,0,1,20,3,1,2,3,1,0,0,2,3,0,8,1,0,0,1,2,7,1,5,2,3,0,3,0,0,0,0,0,4,0,0,5,1,2,3,8,10,0,6,4,1,11,0,0,5,0,4,10,4,18,2,21,0,0,20,0,0,0,7,16,7,5,0,4,0,0,8,4,6,0,2,10,0,7,4,0,0,0,3,0,0,0,5,1,0,0,0,4,0,0,0,1,6,3,3,3,0,0,16,5,8,2,18,9,3,2,3,1,3,1,3,0,6,10,6,2,1,0,0,4,4,0,1,5,0,0,0,4,0,2,0,0,0,0,0,0,0,1,4,3,9,0,0,10,12,13,0,0,0,0,0,0,0,0,0,9,9,13,4,0,0,0,3,9,0
Olsenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,98,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,157,13,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,1,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0
Oribacterium,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,13,8,0,0,0,21,1,0,0,1,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,13,0,13,0,0,1,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,7,0,1,0,0,0,0,1,5,4,0,0,0,0,0,1,0,0,2,2,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0
Oscillibacter,113,0,3,12,1,29,2,37,6,0,2,1,3,2,11,12,3,0,151,11,45,68,51,57,59,487,0,5,8,11,7,5,8,0,53,2,58,42,2,35,200,11,44,134,17,53,46,38,0,31,11,2,4,1,127,49,79,26,45,14,47,33,59,24,27,35,1,8,16,5,122,37,49,35,6,77,2,18,36,68,21,431,112,287,133,84,15,53,73,18,7,0,131,38,136,135,10,70,108,191,66,39,171,13,23,10,3,19,4,5,154,68,126,71,2,32,9,17,116,54,70,85,241,8,5,0,51,30,21,17,18,17,24,78,2,13,2,25,10,3,0,19,3,40,5,5,13,23,35,28,3,242,67,21,15,10,15,2,1,298,357,58,255,113,434,70,2,819,10,29,22,133,465,30,21,6,154,3,24,8,6,48,1,13,34,33,33,37,10,6,6,29,2,7,1,16,267,10,0,0,7,1,8,18,3,71,3,14,8,18,22,69,61,96,26,124,274,9,13,23,19,32,23,36,5,33,39,30,18,13,13,46,10,3,2,32,33,0,5,4,133,19,29,4,7,4,14,5,9,1,24,68,66,143,41,5,65,37,426,30,39,109,8,0,3,0,101,33,49,93,122,39,0,0,2,5,16,127
Oxalobacter,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papillibacter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parabacteroides,5,1,1,0,0,2,2,0,0,0,1,2,1,5,1,16,1,2,91,1,51,39,0,0,1,2,0,0,0,0,4,5,0,0,1,0,1,0,0,1,1,0,0,4,0,9,0,2,0,1,0,0,4,1,2,7,0,1,0,0,2,4,2,3,0,0,0,0,1,0,2,0,0,1,0,1,0,3,2,1,0,14,3,0,0,9,4,46,3,0,0,1,3,0,3,4,1,5,3,2,0,1,8,2,1,8,3,4,0,0,1,0,1,1,0,1,0,0,0,0,1,0,44,1,0,1,0,0,1,0,0,0,2,4,1,1,0,8,0,0,0,1,1,0,0,4,1,4,1,14,8,7,7,9,18,1,10,10,2,9,44,2,7,1,35,9,0,32,1,11,10,6,10,2,8,1,8,1,2,9,4,4,0,8,10,5,7,5,19,3,0,44,0,0,0,3,13,7,1,1,0,0,8,2,2,3,0,2,9,0,0,13,8,6,7,68,3,0,2,1,12,2,119,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,13,9,2,1,2,1,0,1,1,0,0,1,2,4,2,1,1,0,57,1,1,2,0,0,1,1,5,2,0,0,1,1,0,1,0,0,0,3
Paraeggerthella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraprevotella,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,2,0,0,0,2,13,4,0,0,0,0,0,0,0,8,2,1,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,20,0,0,4,1,0,5,5,9,7,0,0,2,0,3,2,0,0,0,0,0,0,14,242,0,0,3,0,0,0,0,0,0,3,5,0,0,0,2,5,0,0,0,0,0,0,0,6,5,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,15,42,0,0,0,3,0,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,165,7,0,0,0,0,0,8,0,0,1,0,0,0,13,8,0,0,11,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,4,0,0,23,0,0,47,2,4,0,0,0,0,0,18,46,0,0,2,30,3,2,0,0,6,0,0,0,0,0,6,4,0,0,16,0,0,0,0,0,6,7,0,0,0,0
Parasutterella,1,0,0,0,0,0,3,0,0,0,0,0,0,0,12,2,0,0,0,0,8,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,1,3,5,2,15,1,0,0,0,0,0,0,0,10,5,17,13,0,0,11,20,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,2,1,0,0,0,2,4,19,16,0,0,0,0,2,2,12,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,2,7,3,0,0,11,5,0,0,0,0,0,0,9,7,0,0,1,0,11,7,6,1,0,0,2,0,0,0,2,7,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,4,3,2,0,0,0,11,27,0,0,0,0,0,6,26,8,0,0,3,3,1,0,16,0,0,0,0,0,15,1,3,0,0,0,224,40,0,0,0,0,11,1,0,1,0,0,0,0,3,7,2,0,7,4,0,1,12,0,0,0,0,0,3,1,0,0,0,2,13,13,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,2,10,0,0,8,4,0,0,0,5,0,1,0,0,0,0,0,0,17,6,6,2,0,0,4,3,9,8
Pediococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptostreptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium,0,0,0,0,2,9,6,10,0,0,0,0,0,0,22,31,0,0,0,0,21,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,35,1,18,3,8,2,0,9,36,17,19,0,5,0,0,0,0,1,23,0,0,0,0,38,43,0,0,0,0,6,21,0,0,35,0,0,0,0,0,0,0,0,0,0,39,40,10,21,46,14,1,0,1,0,10,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,6,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,12,36,11,18,2,0,4,0,0,0,10,1,9,19,76,15,63,0,0,0,0,0,0,18,7,14,96,17,100,0,0,17,1,1,3,11,36,0,0,0,0,0,0,0,0,50,20,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,39,0,10,12,3,5,0,8,3,4,1,0,15,8,0,0,16,0,0,1,4,16,1,9,15,47,0,0,10,5,0,0,0,0,0,132,0,0,0,25,4,0,0,0,0,0,0,0,0,9,12,12,15,0,0,12,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Porphyromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella,0,0,0,0,1,0,0,0,0,0,0,0,11,72,5,15,0,0,0,0,6,24,60,107,46,17,0,0,4,0,0,0,0,0,114,4,0,1,0,0,0,1,0,0,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,202,32,2,147,0,0,0,0,0,243,49,0,0,2,0,41,1,146,168,0,0,0,0,0,0,1,0,5,708,0,0,1,0,0,0,13,31,38,11,2,1612,229,189,0,0,1,0,0,1,1,0,0,0,1,0,1,0,5,19,46,12,2,139,1,203,2,0,0,1,0,634,0,0,0,0,0,0,0,0,0,0,0,13,40,0,0,0,0,0,0,0,842,1632,0,2,0,0,0,1,1,2,0,1,0,0,0,1,0,1,0,2,443,994,1,71,10,417,0,0,10,68,7,0,0,0,0,40,164,17,0,0,0,0,356,206,1,1,4,0,0,0,2,653,0,0,5,0,0,0,0,0,1,0,1,0,0,0,37,131,1,0,756,18,0,0,0,0,0,0,19,17,0,0,0,0,8,0,55,668,0,33,109,37,11,59,106,76,15,51,119,24,30,0,0,0,0,1,0,0,0,232,6,1,0,0,0,0,0,7,22,0,0,0,0,0,0
Propionibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudobutyrivibrio,6,5,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,2,0,0,1,25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121,0,0,0,0,4,1,0,0,2,2,7,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,1,2,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,34,18,0,0,1,0,0,13,1,0,349,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,1,0,1,6,1,0,0,2,24,0,1,0,0,77,0,0,0,1,0,0,14,1,286,0,0,0,0,0,61,0,0,8,0,0,0,3,0,0,0,0,72,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,138,0,0,0,69
Pyramidobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
